,white_king_file,white_king_rank,white_rook_file,white_rook_rank,black_king_file,black_king_rank,result,black_king_dst,black2white_king_dst,black2rook_dst
6646,2,1,2,3,5,1,9,0,3,3
4906,4,3,4,4,7,2,7,1,3,3
20944,4,3,7,8,5,8,13,0,5,2
1056,3,1,7,4,8,4,-1,0,5,1
162,1,1,7,7,8,6,-1,0,7,1
16194,4,3,2,8,2,6,12,1,3,2
668,2,2,6,7,7,6,-1,1,5,1
25947,1,1,8,4,6,6,15,2,5,2
17659,2,2,3,6,8,3,13,0,6,5
8858,3,2,1,8,6,2,10,1,3,6
12264,4,2,8,1,8,7,11,0,5,6
4736,4,1,5,4,2,3,7,1,2,3
27537,4,1,6,2,6,4,15,2,3,2
27328,4,1,2,1,5,4,15,3,3,3
4114,4,2,1,8,2,1,6,0,2,7
11853,4,1,6,7,7,2,11,1,3,5
3606,4,2,4,7,1,2,5,0,3,5
18735,3,2,3,8,7,7,13,1,5,4
24679,4,1,4,8,7,4,14,1,3,4
4820,4,2,7,2,8,6,7,0,4,4
25852,1,1,5,8,3,1,15,0,2,7
18041,3,1,4,4,8,7,13,0,6,4
4845,4,2,8,3,8,1,7,0,4,2
7123,3,2,5,3,1,7,9,0,5,4
11120,3,2,2,8,8,4,11,0,5,6
8297,4,4,8,4,8,2,9,0,4,2
0,1,1,2,3,3,2,-1,1,2,1
222,2,1,1,7,2,8,-1,0,7,1
11386,3,2,8,6,2,8,11,0,6,6
22458,2,2,5,7,5,2,14,1,3,5
18521,3,2,1,8,5,7,13,1,5,4
12611,4,3,5,1,5,6,11,2,3,5
11453,3,3,3,7,8,3,11,0,5,5
7612,4,3,2,8,6,3,9,2,2,5
2166,4,2,5,7,5,8,-1,0,6,1
3339,4,2,7,4,2,3,4,1,2,5
20325,4,2,3,4,6,6,13,2,4,3
11002,3,1,6,7,1,2,11,0,2,5
3549,4,1,7,7,2,1,5,0,2,6
2918,3,1,5,5,1,1,2,0,2,4
12952,4,4,2,3,6,5,11,2,2,4
9056,3,2,8,7,5,8,10,0,6,3
15766,4,2,5,3,6,6,12,2,4,3
24503,4,1,3,2,3,5,14,2,4,3
2148,4,2,5,5,4,6,-1,2,4,1
26489,2,1,7,2,6,4,15,2,4,2
4061,4,1,4,7,6,1,6,0,2,6
25829,1,1,5,6,7,4,15,1,6,2
27380,4,1,2,7,6,4,15,2,3,4
21709,2,1,4,5,7,3,14,1,5,3
10877,3,1,4,2,1,5,11,0,4,3
1176,3,2,2,7,1,7,-1,0,5,1
12051,4,2,4,4,8,6,11,0,4,4
126,1,1,7,2,8,1,-1,0,7,1
23767,3,2,2,8,6,4,14,2,3,4
2099,4,2,3,7,4,7,-1,1,5,1
13037,4,4,4,6,6,4,11,2,2,2
3303,4,2,5,5,1,1,4,0,3,4
26129,2,1,2,8,4,7,15,1,6,2
2113,4,2,4,5,3,6,-1,2,4,1
14494,3,2,5,3,7,6,12,1,4,3
11819,4,1,6,2,7,6,11,1,5,4
5383,3,1,7,7,8,1,8,0,5,6
27017,3,1,4,2,4,5,15,3,4,3
26661,2,1,8,7,4,6,15,2,5,4
21504,2,1,2,4,6,6,14,2,5,4
810,3,1,2,6,2,5,-1,1,4,1
26180,2,1,3,3,6,5,15,2,4,3
4016,4,1,2,7,6,1,6,0,2,6
13735,2,2,6,6,8,3,12,0,6,3
20297,4,2,3,3,5,4,13,3,2,2
9711,4,3,1,5,2,8,10,0,5,3
21539,2,1,2,7,2,4,14,1,3,3
20858,4,2,8,8,6,3,13,2,2,5
8570,2,2,1,1,4,1,10,0,2,3
16933,1,1,6,8,8,5,13,0,7,3
4385,4,3,6,6,2,2,6,1,2,4
19411,3,3,8,1,5,4,13,3,2,3
9231,3,3,6,1,8,8,10,0,5,7
13831,3,1,1,6,5,7,12,1,6,4
4798,4,2,5,5,1,3,7,0,3,4
4575,3,1,4,3,8,2,7,0,5,4
596,2,2,5,1,6,1,-1,0,4,1
9277,3,3,8,7,8,1,10,0,5,6
25915,1,1,7,8,6,2,15,1,5,6
18796,3,2,4,6,8,5,13,0,5,4
21199,1,1,6,8,4,1,14,0,3,7
11828,4,1,6,3,1,7,11,0,6,5
15662,4,2,4,1,6,6,12,2,4,5
2586,4,3,7,7,6,6,-1,2,3,1
25580,1,1,2,1,6,3,15,2,5,4
7446,4,2,2,7,5,8,9,0,6,3
6819,2,2,4,5,7,1,9,0,5,4
1963,4,1,8,4,7,4,-1,1,3,1
4804,4,2,6,5,7,1,7,0,3,4
5937,4,2,8,8,7,1,8,0,3,7
1745,4,1,3,7,4,6,-1,2,5,1
18721,3,2,3,6,8,4,13,0,5,5
12965,4,4,2,6,6,3,11,2,2,4
27342,4,1,2,3,2,5,15,1,4,2
3010,3,3,2,6,3,1,2,0,2,5
10929,3,1,5,4,8,6,11,0,5,3
17393,2,1,6,6,3,7,13,1,6,3
19854,4,1,7,5,2,6,13,1,5,5
25296,4,2,2,2,5,4,14,3,2,3
26371,2,1,5,7,5,3,15,2,3,4
1161,3,2,2,5,1,6,-1,0,4,1
6339,4,4,3,8,3,1,8,0,3,7
11413,3,3,1,7,8,3,11,0,5,7
5804,4,2,1,2,8,2,8,0,4,7
13027,4,4,4,2,6,6,11,2,2,4
18113,3,1,5,2,7,4,13,1,4,2
25468,4,2,7,6,3,5,14,2,3,4
11754,4,1,4,7,2,8,11,0,7,2
3291,4,2,5,1,1,1,4,0,3,4
18436,3,2,1,3,5,7,13,1,5,4
23612,3,1,8,6,4,3,14,2,2,4
22299,2,2,3,1,5,4,14,3,3,3
13254,1,1,7,1,4,1,12,0,3,3
18952,3,2,6,8,3,8,13,0,6,3
24975,4,1,7,4,6,7,14,1,6,3
5438,3,2,2,4,5,1,8,0,2,3
7022,3,2,2,4,6,2,9,1,3,4
7413,4,1,6,6,7,1,9,0,3,5
26930,3,1,3,2,5,3,15,2,2,2
7839,4,3,6,7,8,8,9,0,5,2
16735,4,4,7,6,7,4,12,1,3,2
18264,3,1,7,4,1,5,13,0,4,6
2959,3,2,4,5,1,2,2,0,2,3
24826,4,1,6,3,6,5,14,2,4,2
20345,4,2,3,6,8,5,13,0,4,5
14324,3,2,3,1,8,3,12,0,5,5
13642,2,2,4,5,7,4,12,1,5,3
26996,3,1,3,8,5,8,15,0,7,2
5659,3,3,6,6,4,1,8,0,2,5
738,2,2,8,5,7,5,-1,1,5,1
26452,2,1,6,8,4,8,15,0,7,2
11919,4,2,1,3,8,4,11,0,4,7
483,2,1,7,1,8,1,-1,0,6,1
22569,2,2,8,3,4,4,14,3,2,4
13580,2,2,1,5,7,4,12,1,5,6
12670,4,3,5,6,3,6,11,2,3,2
21561,2,1,2,8,7,7,14,1,6,5
5650,3,3,6,3,6,1,8,0,3,2
13231,1,1,6,1,8,5,12,0,7,4
23671,3,1,8,8,7,6,14,1,5,2
20401,4,2,4,8,6,5,13,2,3,3
13998,3,1,5,2,2,8,12,0,7,6
11153,3,2,4,2,8,8,11,0,6,6
11390,3,2,8,6,4,8,11,0,6,4
18691,3,2,3,4,3,6,13,2,4,2
157,1,1,7,6,8,5,-1,0,7,1
288,2,1,3,5,4,5,-1,3,4,1
23316,3,1,6,5,5,8,14,0,7,3
5230,2,1,4,3,7,2,8,1,5,3
14253,3,2,1,8,1,6,12,0,4,2
22968,3,1,3,2,4,7,14,1,6,5
13138,4,4,8,4,8,6,11,0,4,2
14689,3,2,7,8,1,8,12,0,6,6
6435,4,4,6,1,4,2,8,1,2,2
20638,4,2,7,4,3,6,13,2,4,4
1720,4,1,3,4,3,5,-1,2,4,1
15735,4,2,5,2,2,7,12,1,5,5
20282,4,2,3,2,7,8,13,0,6,6
8772,3,1,5,4,7,3,10,1,4,2
10655,2,1,8,8,1,3,11,0,2,7
16117,4,3,2,1,6,7,12,1,4,6
25337,4,2,3,6,6,5,14,2,3,3
22243,2,2,1,8,6,5,14,2,4,5
1902,4,1,7,2,8,2,-1,0,4,1
4706,3,3,7,6,8,1,7,0,5,5
229,2,1,2,3,3,3,-1,2,2,1
27694,1,1,2,7,6,3,16,2,5,4
3642,4,2,6,6,1,2,5,0,3,5
4184,4,2,4,1,2,1,6,0,2,2
13203,1,1,4,2,8,2,12,0,7,4
347,2,1,4,6,4,7,-1,1,6,1
1509,3,3,6,3,5,3,-1,2,2,1
9204,3,3,5,5,6,2,10,1,3,3
4887,4,3,3,5,1,3,7,0,3,2
17433,2,1,7,1,2,4,13,1,3,5
25761,1,1,4,8,5,3,15,2,4,5
10607,2,1,6,6,7,1,11,0,5,5
3741,4,3,3,6,1,1,5,0,3,5
24736,4,1,5,5,4,7,14,1,6,2
20960,1,1,1,5,5,2,14,1,4,4
23111,3,1,4,6,8,5,14,0,5,4
15971,4,2,8,7,1,7,12,0,5,7
24607,4,1,4,2,6,2,14,1,2,2
5490,3,2,3,4,8,1,8,0,5,5
8055,4,4,3,3,8,7,9,0,4,5
23924,3,2,6,6,5,2,14,1,2,4
16512,4,3,7,2,7,7,12,1,4,5
13101,4,4,7,3,6,6,11,2,2,3
21755,2,1,5,2,5,6,14,2,5,4
26627,2,1,8,3,6,5,15,2,4,2
12772,4,3,7,5,3,8,11,0,5,4
1405,3,2,7,6,7,5,-1,1,4,1
14179,3,2,1,1,2,4,12,1,2,3
3952,3,3,1,2,3,1,6,0,2,2
1558,3,3,7,4,6,3,-1,2,3,1
24210,4,1,1,4,3,5,14,2,4,2
17728,2,2,5,2,7,6,13,1,5,4
26745,2,2,6,3,4,4,15,3,2,2
26423,2,1,6,6,2,6,15,1,5,4
21545,2,1,2,7,8,5,14,0,6,6
16674,4,3,8,7,5,7,12,1,4,3
5079,4,4,3,7,2,1,7,0,3,6
2046,4,2,2,5,2,6,-1,1,4,1
23091,3,1,4,5,4,7,14,1,6,2
5658,3,3,6,5,5,1,8,0,2,4
25314,4,2,2,7,5,6,14,2,4,3
514,2,1,7,5,8,4,-1,0,6,1
6765,2,2,1,3,4,2,9,1,2,3
2593,4,3,7,7,8,8,-1,0,5,1
8674,2,2,7,6,8,3,10,0,6,3
12825,4,3,8,3,3,8,11,0,5,5
16993,2,1,1,3,6,8,13,0,7,5
1431,3,2,8,3,7,2,-1,1,4,1
6936,3,1,3,3,2,7,9,1,6,4
27312,3,2,6,3,4,5,15,3,3,2
23110,3,1,4,6,8,4,14,0,5,4
27258,3,1,7,7,3,6,15,2,5,4
23898,3,2,6,1,5,3,14,2,2,2
2759,4,4,7,7,8,7,-1,0,4,1
7494,4,2,4,5,1,7,9,0,5,3
2883,3,3,5,3,4,1,1,0,2,2
16459,4,3,6,8,3,8,12,0,5,3
12027,4,2,4,3,1,3,11,0,3,3
20285,4,2,3,2,8,6,13,0,4,5
1662,4,1,2,2,1,3,-1,0,3,1
20867,4,2,8,8,7,6,13,1,4,2
2639,4,4,2,1,2,2,-1,1,2,1
5978,4,3,1,8,6,2,8,1,2,6
24561,4,1,3,5,3,7,14,1,6,2
15526,4,2,1,4,6,8,12,0,6,5
99,1,1,6,4,6,5,-1,2,5,1
20107,4,2,2,1,6,3,13,2,2,4
22622,3,1,1,1,5,3,14,2,2,4
6082,4,3,3,8,6,1,8,0,2,7
7367,3,3,8,8,4,1,9,0,2,7
14433,3,2,5,1,6,8,12,0,6,7
7719,4,3,4,5,7,3,9,1,3,3
16225,4,3,3,1,6,5,12,2,2,4
2275,4,2,7,7,8,6,-1,0,4,1
5473,3,2,3,3,2,4,8,1,2,1
16637,4,3,8,3,7,6,12,1,3,3
25170,4,1,8,6,2,6,14,1,5,6
543,2,1,8,2,7,3,-1,1,5,1
1746,4,1,3,7,4,7,-1,1,6,1
26638,2,1,8,6,3,6,15,2,5,5
25062,4,1,8,1,6,3,14,2,2,2
17639,2,2,3,2,8,6,13,0,6,5
8248,4,4,6,6,7,3,9,1,3,3
17979,3,1,3,5,8,7,13,0,6,5
2350,4,3,1,7,2,7,-1,1,4,1
8174,4,4,5,3,8,3,9,0,4,3
1007,3,1,6,6,5,5,-1,3,4,1
17091,2,1,3,2,8,8,13,0,7,6
14419,3,2,5,1,2,6,12,1,4,5
24522,4,1,3,3,3,8,14,0,7,5
12570,4,3,4,4,7,4,11,1,3,3
6224,4,3,8,6,1,5,8,0,3,7
13683,2,2,5,8,6,3,12,2,4,5
25734,1,1,4,5,7,3,15,1,6,3
7077,3,2,4,1,7,1,9,0,4,3
19840,4,1,7,2,2,5,13,1,4,5
568,2,1,8,7,7,8,-1,0,7,1
14335,3,2,3,4,8,4,12,0,5,5
22655,3,1,1,2,4,8,14,0,7,6
6850,2,2,7,3,5,2,9,1,3,2
20685,4,2,7,7,7,4,13,1,3,3
12960,4,4,2,4,7,3,11,1,3,5
12482,4,3,3,1,8,6,11,0,4,5
15730,4,2,5,1,7,3,12,1,3,2
18622,3,2,2,5,5,5,13,3,3,3
5638,3,3,5,4,7,1,8,0,4,3
682,2,2,7,3,6,2,-1,1,4,1
5533,3,2,5,4,7,2,8,1,4,2
21747,2,1,5,1,5,5,14,3,4,4
5425,3,2,1,7,8,1,8,0,5,7
1886,4,1,6,8,5,7,-1,1,6,1
18946,3,2,6,6,1,5,13,0,3,5
7732,4,3,4,6,8,8,9,0,5,4
21736,2,1,4,8,8,7,14,0,6,4
26217,2,1,3,7,6,3,15,2,4,4
27476,4,1,4,4,5,6,15,2,5,2
10539,2,1,4,3,2,7,11,1,6,4
14930,3,3,3,8,6,3,12,2,3,5
11167,3,2,4,6,2,7,11,1,5,2
22528,2,2,7,5,5,5,14,3,3,2
2225,4,2,7,1,6,1,-1,0,2,1
19214,3,2,8,8,7,6,13,1,4,2
4451,4,4,3,3,1,1,6,0,3,2
1833,4,1,5,8,4,7,-1,1,6,1
27424,4,1,3,4,5,5,15,3,4,2
26209,2,1,3,7,3,3,15,2,2,4
14279,3,2,2,4,7,7,12,1,5,5
19773,4,1,5,6,7,2,13,1,3,4
13882,3,1,3,7,8,3,12,0,5,5
18934,3,2,6,5,3,7,13,1,5,3
1834,4,1,5,8,4,8,-1,0,7,1
21296,2,1,1,1,4,8,14,0,7,7
10641,2,1,8,2,1,6,11,0,5,7
27340,4,1,2,2,6,5,15,2,4,4
13543,2,1,8,5,8,1,12,0,6,4
6117,4,3,4,6,1,6,8,0,3,3
20560,4,2,7,1,2,4,13,1,2,5
16950,1,1,8,4,3,2,13,1,2,5
1760,4,1,4,4,3,5,-1,2,4,1
25989,2,1,1,3,4,5,15,3,4,3
20850,4,2,8,8,4,5,13,3,3,4
21805,2,1,5,6,1,5,14,0,4,4
27609,4,1,7,2,5,4,15,3,3,2
2645,4,4,2,2,3,2,-1,1,2,1
5604,3,3,4,4,5,1,8,0,2,3
461,2,1,6,6,5,7,-1,1,6,1
7512,4,2,5,7,8,8,9,0,6,3
26035,2,1,2,2,4,2,15,1,2,2
26940,3,1,3,4,5,4,15,3,3,2
17434,2,1,7,1,2,5,13,1,4,5
16889,1,1,6,4,5,2,13,1,4,2
4960,4,3,6,3,2,3,7,1,2,4
4907,4,3,4,4,7,3,7,1,3,3
8752,3,1,3,8,1,5,10,0,4,3
23025,3,1,3,5,3,7,14,1,6,2
18718,3,2,3,5,6,6,13,2,4,3
10072,4,4,1,5,7,2,10,1,3,6
22688,3,1,1,3,5,6,14,2,5,4
8294,4,4,8,4,6,3,9,2,2,2
12370,4,3,1,5,4,8,11,0,5,3
23173,3,1,5,4,6,6,14,2,5,2
10192,4,4,5,1,8,5,10,0,4,4
14707,3,2,8,2,1,5,12,0,3,7
70,1,1,5,5,6,4,-1,2,5,1
9544,4,2,5,3,1,8,10,0,6,5
13411,2,1,5,4,8,6,12,0,6,3
22149,2,1,8,6,1,4,14,0,3,7
11526,3,3,5,6,8,5,11,0,5,3
58,1,1,5,3,6,2,-1,1,5,1
3785,4,3,5,5,1,1,5,0,3,4
13862,3,1,2,5,7,4,12,1,4,5
13155,4,4,8,8,8,6,11,0,4,2
13210,1,1,4,8,3,2,12,1,2,6
25831,1,1,5,6,7,6,15,1,6,2
26070,2,1,2,3,7,3,15,1,5,5
2797,3,1,1,4,1,1,0,0,2,3
17363,2,1,6,3,2,6,13,1,5,4
11090,3,2,1,6,6,8,11,0,6,5
14041,3,1,5,8,8,6,12,0,5,3
1362,3,2,6,8,6,7,-1,1,5,1
12412,4,3,2,1,8,8,11,0,5,7
27984,2,1,4,6,5,3,16,2,3,3
13820,3,1,1,4,1,7,12,0,6,3
13561,2,1,8,8,8,1,12,0,6,7
25506,1,1,1,2,6,5,15,2,5,5
26810,2,2,8,3,5,5,15,3,3,3
20643,4,2,7,4,4,6,13,2,4,3
19946,4,1,8,8,1,8,13,0,7,7
26010,2,1,1,6,5,6,15,2,5,4
10220,4,4,5,8,7,3,10,1,3,5
5896,4,2,5,5,8,2,8,0,4,3
4942,4,3,5,6,7,1,7,0,3,5
3829,4,3,7,4,2,3,5,1,2,5
6627,2,1,1,1,7,1,9,0,5,6
13876,3,1,3,3,8,8,12,0,7,5
26561,2,1,7,8,3,5,15,2,4,4
778,3,1,1,7,2,6,-1,1,5,1
5523,3,2,4,5,8,1,8,0,5,4
8407,2,1,1,6,4,1,10,0,2,5
26932,3,1,3,2,5,5,15,3,4,3
479,2,1,6,8,7,8,-1,0,7,1
7951,4,4,1,7,8,4,9,0,4,7
10336,1,1,2,7,5,1,11,0,4,6
7712,4,3,4,5,2,5,9,1,2,2
18664,3,2,3,1,5,7,13,1,5,6
16976,2,1,1,1,7,8,13,0,7,7
26246,2,1,3,8,6,5,15,2,4,3
27777,1,1,4,6,6,5,16,2,5,2
14911,3,3,3,4,7,4,12,1,4,4
24423,4,1,2,5,2,7,14,1,6,2
6544,4,4,7,7,2,2,8,1,2,5
808,3,1,2,6,1,6,-1,0,5,1
1929,4,1,7,6,6,6,-1,2,5,1
9927,4,3,6,2,1,4,10,0,3,5
26018,2,1,1,7,4,3,15,2,2,4
25220,4,1,8,7,7,5,14,1,4,2
3761,4,3,4,5,2,1,5,0,2,4
21234,1,1,8,1,8,3,14,0,7,2
13368,2,1,4,6,2,8,12,0,7,2
1146,3,2,1,7,2,6,-1,1,4,1
9425,4,2,1,5,1,8,10,0,6,3
10284,4,4,8,6,5,2,10,1,2,4
6326,4,4,3,5,8,2,8,0,4,5
18337,3,1,8,5,4,3,13,2,2,4
17346,2,1,6,1,2,4,13,1,3,4
18043,3,1,4,5,2,4,13,1,3,2
22459,2,2,5,7,5,3,14,2,3,4
1498,3,3,6,1,7,1,-1,0,4,1
11579,3,3,6,6,8,7,11,0,5,2
19589,4,1,3,8,8,7,13,0,6,5
21075,1,1,4,2,8,5,14,0,7,4
21583,2,1,3,1,7,7,14,1,6,6
18097,3,1,5,1,7,6,13,1,5,5
5373,3,1,7,3,5,2,8,1,2,2
5931,4,2,8,6,7,1,8,0,3,5
13567,2,2,1,1,8,5,12,0,6,7
24284,4,1,1,7,5,7,14,1,6,4
22068,2,1,8,2,5,7,14,1,6,5
4915,4,3,4,7,1,3,7,0,3,4
21630,2,1,3,5,5,8,14,0,7,3
12138,4,2,5,3,4,8,11,0,6,5
5065,4,4,2,6,8,1,7,0,4,6
5147,4,4,7,4,8,2,7,0,4,2
26547,2,1,7,7,3,6,15,2,5,4
10713,2,2,4,1,8,2,11,0,6,4
7911,4,4,1,2,8,4,9,0,4,7
27397,4,1,3,1,4,3,15,2,2,2
10543,2,1,4,4,1,5,11,0,4,3
23345,3,1,7,1,5,8,14,0,7,7
15137,4,1,1,3,7,8,12,0,7,6
20178,4,2,2,4,4,7,13,1,5,3
3716,4,3,2,3,4,1,5,0,2,2
10647,2,1,8,4,5,3,11,2,3,3
2697,4,4,6,4,6,3,-1,2,2,1
7258,3,3,2,7,7,1,9,0,4,6
23994,3,2,7,6,3,4,14,2,2,4
2764,4,4,8,1,8,2,-1,0,4,1
9071,3,3,1,1,6,2,10,1,3,5
19139,3,2,8,4,3,7,13,1,5,5
17054,2,1,2,4,7,8,13,0,7,5
14981,3,3,4,7,7,4,12,1,4,3
22191,2,2,1,1,6,4,14,2,4,5
8598,2,2,2,4,5,1,10,0,3,3
27993,2,1,4,7,4,5,16,3,4,2
9038,3,2,8,1,5,2,10,1,2,3
5234,2,1,6,2,4,1,8,0,2,2
1207,3,2,3,6,4,6,-1,2,4,1
21485,2,1,2,3,6,8,14,0,7,5
1437,3,2,8,4,7,4,-1,1,4,1
24638,4,1,4,5,6,8,14,0,7,3
307,2,1,3,8,2,8,-1,0,7,1
17943,3,1,2,6,2,8,13,0,7,2
3737,4,3,3,4,3,1,5,0,2,3
9344,4,1,3,8,1,8,10,0,7,2
9059,3,2,8,7,8,1,10,0,5,6
8827,3,1,8,8,7,1,10,0,4,7
22257,2,2,2,1,6,6,14,2,4,5
4707,3,3,7,7,8,1,7,0,5,6
9002,3,2,6,5,6,1,10,0,3,4
1173,3,2,2,6,3,6,-1,2,4,1
21593,2,1,3,3,3,8,14,0,7,5
19243,3,3,2,1,5,4,13,3,2,3
14228,3,2,1,5,5,4,12,3,2,4
3533,4,1,6,7,2,1,5,0,2,6
10191,4,4,5,1,8,4,10,0,4,3
21746,2,1,5,1,5,4,14,3,3,3
20627,4,2,7,3,6,6,13,2,4,3
2968,3,2,5,4,1,2,2,0,2,4
14314,3,2,2,8,2,4,12,1,2,4
13448,2,1,6,2,2,8,12,0,7,6
7279,3,3,3,6,8,7,9,0,5,5
5798,4,1,8,8,1,2,8,0,3,7
24209,4,1,1,4,3,4,14,2,3,2
27885,1,1,7,8,6,3,16,2,5,5
7891,4,3,8,7,6,8,9,0,5,2
8657,2,2,6,4,7,1,10,0,5,3
8681,2,2,8,1,4,1,10,0,2,4
13480,2,1,6,7,8,2,12,0,6,5
26167,2,1,3,3,3,5,15,2,4,2
2377,4,3,2,5,1,5,-1,0,3,1
27407,4,1,3,1,6,5,15,2,4,4
10488,2,1,3,2,1,3,11,0,2,2
3147,3,1,2,4,1,1,3,0,2,3
18215,3,1,6,4,1,4,13,0,3,5
25891,1,1,7,1,7,3,15,1,6,2
11087,3,2,1,6,5,7,11,1,5,4
5340,3,1,4,4,8,1,8,0,5,4
8090,4,4,3,8,8,3,9,0,4,5
17366,2,1,6,3,7,6,13,1,5,3
5965,4,3,1,6,7,2,8,1,3,6
27985,2,1,4,6,5,4,16,3,3,2
23436,3,1,7,6,1,4,14,0,3,6
24504,4,1,3,2,3,6,14,2,5,4
2937,3,1,8,3,1,1,2,0,2,7
19298,3,3,3,6,8,6,13,0,5,5
25706,1,1,4,1,7,5,15,1,6,4
1769,4,1,4,5,4,4,-1,3,3,1
21163,1,1,5,8,6,4,14,2,5,4
27763,1,1,4,2,6,3,16,2,5,2
10855,3,1,3,7,1,4,11,0,3,3
25181,4,1,8,6,5,5,14,3,4,3
26119,2,1,2,7,7,6,15,1,5,5
1814,4,1,5,5,6,4,-1,2,3,1
22975,3,1,3,2,7,4,14,1,4,4
16743,4,4,8,3,8,5,12,0,4,2
4981,4,3,6,8,7,1,7,0,3,7
22886,3,1,2,3,7,4,14,1,4,5
19351,3,3,5,6,7,6,13,1,4,2
13438,2,1,6,1,8,2,12,0,6,2
2231,4,2,7,2,6,2,-1,1,2,1
6782,2,2,2,3,5,1,9,0,3,3
4200,4,2,4,6,8,1,6,0,4,5
23114,3,1,4,7,7,3,14,1,4,4
15997,4,3,1,1,5,7,12,1,4,6
10748,2,2,5,5,7,1,11,0,5,4
1675,4,1,2,4,1,5,-1,0,4,1
19162,3,2,8,5,5,3,13,2,2,3
25063,4,1,8,1,6,4,14,2,3,3
17941,3,1,2,5,8,7,13,0,6,6
23516,3,1,8,2,4,4,14,3,3,4
15830,4,2,5,8,7,5,12,1,3,3
18533,3,2,2,1,3,6,13,2,4,5
5275,3,1,1,4,7,1,8,0,4,6
17483,2,1,8,1,8,8,13,0,7,7
259,2,1,2,7,2,8,-1,0,7,1
25243,4,1,8,8,6,4,14,2,3,4
1660,4,1,2,2,1,1,-1,0,3,1
2420,4,3,3,6,4,7,-1,1,4,1
27412,4,1,3,2,4,6,15,2,5,4
18714,3,2,3,5,5,6,13,2,4,2
26027,2,1,1,7,6,4,15,2,4,5
21702,2,1,4,5,5,2,14,1,3,3
27153,3,1,6,6,6,3,15,2,3,3
18419,3,2,1,2,6,5,13,2,3,5
23893,3,2,5,6,3,6,14,2,4,2
1100,3,1,8,3,8,4,-1,0,5,1
27117,3,1,6,2,5,6,15,2,5,4
4517,2,1,3,2,5,1,7,0,3,2
9606,4,2,6,3,7,7,10,1,5,4
6226,4,3,8,6,6,1,8,0,2,5
16405,4,3,6,2,5,5,12,3,2,3
11123,3,2,3,1,5,1,11,0,2,2
3395,4,3,5,3,3,1,4,0,2,2
12543,4,3,4,1,8,7,11,0,4,6
1179,3,2,2,7,2,8,-1,0,6,1
7474,4,2,3,7,1,8,9,0,6,2
3421,4,4,5,2,2,1,4,0,3,3
22563,2,2,8,2,6,6,14,2,4,4
19591,4,1,4,2,4,7,13,1,6,5
23802,3,2,3,6,7,5,14,1,4,4
6991,3,1,8,4,5,1,9,0,2,3
1001,3,1,6,5,5,6,-1,2,5,1
7194,3,2,8,4,1,7,9,0,5,7
10264,4,4,7,8,7,3,10,1,3,5
15827,4,2,5,8,7,2,12,1,3,6
2448,4,3,4,6,5,7,-1,1,4,1
26222,2,1,3,7,7,4,15,1,5,4
16704,4,4,2,6,7,5,12,1,3,5
26848,3,1,2,1,5,6,15,2,5,5
7909,4,4,1,1,8,8,9,0,4,7
5498,3,2,3,5,8,1,8,0,5,5
17231,2,1,5,2,3,7,13,1,6,5
4145,4,2,2,6,1,2,6,0,3,4
1800,4,1,5,3,6,4,-1,2,3,1
13639,2,2,4,5,5,2,12,1,3,3
13696,2,2,6,2,8,4,12,0,6,2
7605,4,3,2,6,8,6,9,0,4,6
3069,3,3,7,2,2,1,2,0,2,5
18773,3,2,4,3,6,8,13,0,6,5
9695,4,3,1,1,2,7,10,1,4,6
4621,3,2,2,6,1,4,7,0,2,2
15991,4,3,1,1,3,7,12,1,4,6
16573,4,3,7,8,4,8,12,0,5,3
5857,4,2,3,4,1,8,8,0,6,4
13260,1,1,7,6,4,1,12,0,3,5
5853,4,2,3,4,1,4,8,0,3,2
5185,1,1,7,2,4,1,8,0,3,3
12928,4,4,1,7,7,6,11,1,3,6
21051,1,1,3,6,5,1,14,0,4,5
21917,2,1,6,6,1,5,14,0,4,5
14971,3,3,4,4,8,6,12,0,5,4
12551,4,3,4,2,7,8,11,0,5,6
8954,3,2,4,7,6,8,10,0,6,2
27726,1,1,3,6,4,2,16,1,3,4
4797,4,2,5,4,7,3,7,1,3,2
14750,3,2,8,6,5,8,12,0,6,3
7999,4,4,2,4,8,7,9,0,4,6
25740,1,1,4,6,8,4,15,0,7,4
24096,3,3,6,6,5,3,14,2,2,3
19882,4,1,8,1,1,3,13,0,3,7
9380,4,1,6,7,1,8,10,0,7,5
4346,4,3,5,3,6,2,6,1,2,1
23355,3,1,7,2,2,3,14,1,2,5
1046,3,1,7,3,7,4,-1,1,4,1
24692,4,1,5,1,4,3,14,2,2,2
8633,2,2,3,7,5,1,10,0,3,6
17725,2,2,5,2,7,3,13,1,5,2
20359,4,2,3,8,7,8,13,0,6,4
7728,4,3,4,6,8,4,9,0,4,4
7137,3,2,5,7,6,1,9,0,3,6
25513,1,1,1,3,5,4,15,3,4,4
27592,4,1,6,8,6,5,15,2,4,3
8809,3,1,8,4,6,2,10,1,3,2
748,2,2,8,7,7,7,-1,1,5,1
15801,4,2,5,7,1,5,12,0,3,4
756,3,1,1,2,2,3,-1,1,2,1
10347,1,1,3,4,7,3,11,1,6,4
20579,4,2,7,1,6,7,13,1,5,6
1286,3,2,5,6,4,5,-1,3,3,1
28021,2,1,6,6,3,3,16,2,2,3
3288,4,2,4,7,2,1,4,0,2,6
8849,3,2,1,7,1,4,10,0,2,3
